,tweet,label
11878,violet blouse Porque amamos the moradooo  exclamation mark http://t.co/UHhgaaF6d5,neutral
11879,Y that one booty that shrub .,positive
11880,"the off the towel ? Trala , immediately the has tirado",positive
11881,Que rich microclimate finish the uni .. .. .. Hasta the 2 off June,neutral
11882,Amazing love exclamation mark Love it . besos off thy,positive
11883,Estoy sola editando the vlog on an pub off Ibiza that parece the saln off fingernail household . Creo that myself van in order to snitch the rganos . Seguir informando .,positive
11884,"Puej mano , cavs jugaron pa gain hehe what shu gonna do",neutral
11885,Hermosa .  the vestido microclimate traction connection,neutral
11886,QUIERO PONER EN UN TWEET TODAS LAS MALAS PALABRAS QUE ME S PERO LOS CHARACTERS NO ME DARAN,negative
11887,the mircoles am full off clases and trabajo,neutral
11888,El profe told that the humanos tienen an attention span off 20 minutos .. . and luego esperan that leamos 5 capitulos corridos .,neutral
11889,myself dio writers block on the 6 .. .,positive
11890,Cuando okc gane the series tiro an tweet dulzon,neutral
11891,Imagen Modeling by La Gatita ,neutral
11892,Soy an Warrior exclamation mark ,positive
11893,Ricky on thy foto tee ves lank . Please let's go in order to signify the reality huh microclimate .,neutral
11894,Voy in order to start other squat challenge and this one fucking s the tengo that finish,neutral
11895,"Hoy Maya cumple 19  Happy birthday Mayonesa , espero that the pases super duper on thy examination off cont  ",neutral
11896,Imagen Modeling by La Gatita Nuevos cursos in order to nias off 4 aos on go ahead . Regstrate on  ,positive
11897,El vlog off today : LLEGADA A ARGENTINA http://t.co/GpJBf3yVoP,positive
11898,Excelente the musical now Mismo off,positive
11899,: Me encanta the sanguine exclamation mark thank you cc/  : QUE LINDO VESTIDO exclamation mark LUCIAS MUY LINDA HOY,neutral
11900,MY NIGGA IS 18 !! exclamation mark HAPPY BIRTHDAY BAE !! immediately eres legal !! exclamation mark maana the let's go in order to tag on shitass exclamation mark Te amo muchisimo exclamation mark VAMO A BEBEL exclamation mark http://t.co/kalAH45P1i,neutral
11901,literaaaal . Mira my story in order to that the veas,neutral
11902,"El vlog off today , pequeas turbulencias : ADIS , PUNTA CANA , ADIS ",neutral
11903,""" : No am accustomed in order to my mammy have relationship problems . Too used to her being single I guess . "" x2",negative
11904,Never give Up !!  Blusa $24.70 Disponible in order to envos * tense off envo : llega al da siguiente . http://t.co/e65MnqGHlS,neutral
11905,Buenas noches zombers !! exclamation mark Maana o past surely suba an vlog off huh the pas on strawberry and stewardess I wish ? :D  http://t.co/hrWR3vEOBN,positive
11906,Estoy active in order to go somewhat chevere today .,positive
11907,Feliz cumple . happy bday !! !!,positive
11908,"Feliz sbado , in order to labour and view my nias Imagen Modeling by La Gatita . ",positive
11909,""" : A female "" cock block "" is referred to as in order to "" clam jam . """" JAJAJAJ aah pues pretty",neutral
11910,Te puedo ir off coldplay in order to anuel nigga royal quick,negative
11911,"Exactly . Ellos they suponen that sean the "" blueprint in order to keep up with "" only son the primeros on go the cosas ill .",positive
11912,Perks off have trust issues ? Nada,positive
11913,mandame the link del show pleaseeee,positive
11914,Buenas news Zombers !!  Esta late tennis new temazo together al brocoli off   Que ganitas off that the veis !! !! exclamation mark,neutral
11915,this one nap estuvo off show,positive
11916,""" : happy bday linda !! Pasala shitass !! exclamation mark "" that lenda graciass :)",neutral
11917,as yet tengo arena on the oidos .. . how is this possible ?,neutral
11918,Estoy loca times that pase the prom in order to cortarme the hair cortito,positive
11919,""" : Im buysexual , you buy myself food , i become sexual "" this is myself in in order to nutshell basically jajajaja",positive
11920,"shit , my amiga no thank you trabaja tomorrow",neutral
11921,Esquimalitooo  ,positive
11922,Mami parece fingernail nena little girl motiv because they va in order to Miami an weekend  Que bella,neutral
11923,"myself tom an caf and no thank you they myself quit the sueo , it microclimate bullshit",positive
11924,He aadido an vdeo in order to fingernail lista off reproduccin off ( ,neutral
11925,Terminando nuestros das off promo exclamation mark Aprovecha the ltimas prendas off nuestra coleccin pasada todas ON SALE exclamation mark http://t.co/J1Q84e2Tul,neutral
11926,"Como penis tienen 20 , 000 tweets .",neutral
11927,Black and beige . A the tendency immediately off the that viene this one primavera . Vestido on lace nigger con crema  http://t.co/WaQvMFDFyI,positive
11928,MUSICA .. .. Sin Parar Pasa the Dia Relax .. .. ..,positive
11929,""" Failing to prepare is preparing to fail "" the that myself vow my coach .. .",positive
11930,-el nigger cute -patillas -campo and cabras -good times -presi,positive
11931,"by "" Queremos desearle an Feliz Cumpleaos in order to nuestra queria amiga and stylist  http://t.co/0fM99LU8x8",positive
11932,Zombers microclimate provable that dentro off unos das suba other temita :) immediately that os veo such apagaditos :D A view I wish as os sube the nimo an little XD,positive
11933,: Besosss http://t.co/OEEorwfElG,positive
11934,ugh myself east in order to the 6 automatically ..,negative
11935,"Diablo an river , fingernail neverita , fingernail mesa off lordship and pa 'l off panas the hara pretty shitass .",positive
11936,MAANA SALE MI SINGLE PHANTOM LIMB http://t.co/NffK2DwVXB,neutral
11937,SHAWN OF THE DEAD EN PARAMOUNT CHANNEL,neutral
11938,"Me encanta !! !! exclamation mark Estar con my daughter susanlee40 Tirada on one's cama , Girls Talk .. . http://t.co/Uy8oMmCXOF",positive
11939,Hace Sun on ocean ?? ?,positive
11940,nena I wish whatever the dems !! Tu eres thy and immediately exclamation mark,neutral
11941,the tipa seguia sacando sangre huh I wish fuese off gratis .. . nigga you aware I need that,positive
11942,Est gustando very much the canal secundario !! Ya somos more off 50.000 !! exclamation mark Gracias times everything zombers exclamation mark :D and buenas noches exclamation mark,positive
11943,Bien ready in order to my fall outfits,positive
11944,yess . Con michael gonzalez .,neutral
11945,Me gusta the scent del gym .,negative
11946,Mi partner in stylecrime come baby exclamation mark See u in NY in April  : miss you mija !! exclamation mark besos !! I need to go to Miami exclamation mark ;),neutral
11947,El vlog off today : REACCIN A LA PARODIA DE MELOMORE http://t.co/MEdIotsRq6,positive
11948,Se fue in order to the 6am and acaba d llegar . T imaginas the The End d semana sans buckskin OMG esa no thank you threshing floor exclamation mark,neutral
11949,As off sweet myself quiero view on this one public holiday  seguimos con the 25% on nuestra tent . ,positive
11950,"Que da exclamation mark .. .. . that pasen fingernail happy night , nothingness huh the peace del home sweet home . ",positive
11951,"Yo amo vestirme con haste and underneath presin cuando am on household because huh toda my clothing est on Maya , myself invento unos outfits pretty on point",positive
11952,"That 's so Raven threshing floor the mejor , pueta .",positive
11953,"Como myself encabronan the "" ok "" .",negative
11954,Desconozco until my mood .,negative
11955,"anda pal loca myself cagu and to , my cookie est safe and sound",positive
11956,baarse con body of water super fra afterwards off an workout >>>,positive
11957,,positive
11958,that cheesy,positive
11959,""" : La "" Medalla Light "" llega in order to the Florida . http://t.co/v9VXmnWu - ( Via ) "" Expansin exclamation mark Ya threshing floor hour exclamation mark",positive
11960,Ready exclamation mark Mas happy no thank you puedo estar exclamation mark Te amo baby relaxation .. .,positive
11961,Jajajajaja the Senior Prank off this one ao quedo pal off shitass,negative
11962,"monograph , why are you is so hard to finish ?",negative
11963,,neutral
11964,Y happy bowls  ,neutral
11965,It 's funny tho ' because microclimate the same off new,neutral
11966,"Yo espero that maana no thank you myself vengan con the off ""  Hiciste the tareas ? "" because jeee , the lump estuvo on the misma esquinita everything the weekend",positive
11967,Un look Muy sophisticated Elegante and sexy lucio the presentadora in order to the  http://t.co/AgUwBLVge9,neutral
11968,: so happy for you babe exclamation mark You deserve it !! Bravo  thank you buster Tq,positive
11969,Tenia examination off math the Tuesday that viene and the movieron in order to this one Thursday,positive
11970,Best MOM fit ever exclamation mark Mam Ms cutie that not even .. .  Desde today our timetable microclimate off 10:00  ,positive
11971,""" Buen touch down off ticket off strawberry "" -mimunequita73",neutral
11972,aha bye,neutral
11973,"Wow , that chulera on pot .",negative
11974,"myself dijeron that ayer tocaron , but tambin llegu late pa ' it",neutral
11975,Alguien sabe in order to dnde they fue Happy Bowls ??,positive
11976,"Qu calor , myself cago on to '",negative
11977,"Arjona , pa ' , your songssssss",positive
11978,Hopefully tee the dice relajando .,neutral
11979,tengo mixed feelings and everything,neutral
11980,El vlog off today : AMIGA DEL LADO OSCURO !! ,neutral
11981,Hoy myself voy speedy in order to levantarme formerly and ponerme con the video exclamation mark ^^ Buenas noches zombers exclamation mark,positive
11982,"A son todas ellas , no thank you hay break .",neutral
11983,No I'm malcra only I wish myself buscas myself vas in order to find Craker Jack !!,neutral
11984,Celebrando weekend con amistades times that everything no thank you puede ser trabajo . Work Hard play harder ,positive
11985,Good morning immediately lista con the cosas super fashion and very stylish huh anytime off horaciopalencia  ,positive
11986,"jodia cizaera , threshing floor just saying",neutral
11987,"Lavar clothing in order to my neighbour microclimate huh breathe , everyone the das and everything the tense exclamation mark Coge an break amiga microclimate Sunday !! exclamation mark",neutral
11988,no thank you tee comentare the that pense times hither cause its very savage only .. .. Lets just say because i want to,neutral
11989,Deberia ser an stress reliever dog donde my unique trepidation sea that myself soben and myself den amor,positive
11990,hahahaha thank you thank you,positive
11991,Traje esquimalitos off SJ and no thank you the he stall on the freezer .  Qu myself raisin ?,neutral
11992,Omg !! exclamation mark Mi toaster violet this one off show and the 3 pares off zapatos no thank you estn ill exclamation mark Claro on special !! exclamation mark,positive
11993,Una off the clases that ofrece Imagen Modeling by La Gatita Etiqueta !. .. ,positive
11994,: and boicotendome my beso sexi ha-ha http://t.co/URySQdKEoj  love you and jjajja bella Nueatra foto,neutral
11995,and it microclimate solo on uni off sure,positive
11996,So tengo that go an rbol genealgico and tengo in order to toda my household buscando fotos and fechas,positive
11997,: Gracias in order to and times my look off today exclamation mark unnuevodia http://t.co/IW033DzktN,positive
11998,hahahaha microclimate that hay fogueo and vine in order to countenance in order to our team exclamation mark No seas pendeja and ven acaaaaa,positive
11999,Pero the nico that myself motiva in order to ir microclimate an popcorn con icee .,positive
12000,http://t.co/72XdQQbHRW,positive
12001,OMG !! 10 MILLONES !! CHICA GAMER - KRONNO ZOMBER Muchas thank you exclamation mark ^^    ,neutral
12002,Black & white dress   ms hermosa imposible exclamation mark  urdesa circunvalacin south 723 and guayacanes .  POR HOY 10:00 in order to 20:00 ,positive
12003,,neutral
12004,Parte I love my Girls http://t.co/qztojaDCVH,positive
12005,Te ves alike off buenota baby,neutral
12006,"Mirad that REGALITOS ZOMBER myself han dado the fans exclamation mark  Son terrorificamente lindos exclamation mark Me habeis infected , thank you exclamation mark  ^^ http://t.co/v9jR3KW78S",neutral
12007,Donde quedo the tense unrestrained in order to view House,negative
12008,Esta temporada trae mucha alegra only quita tense important in order to share con my seres queridos .. . sucks exclamation mark,negative
12009,Buenos diitas zombers ^^ as yet myself queda rather in order to recuperarme only ando somewhat mejor exclamation mark Gracias in order to everyone times the encouragement sois increibles exclamation mark,positive
12010,as same microclimate baby exclamation mark God anytime provee . Hay q go the cosas pretty .. .,positive
12011,Happy Friday ,neutral
12012,He treaty off pintarme the uas three veces on the da off today . I give up .,neutral
12013,Cosas that he learnt on college : email is in order to valuable tool,positive
12014,Girl lets rock with in order to sever exclamation mark  ,neutral
12015,okay hay break,positive
12016,,positive
12017,"El vlog off today , pequeos and buenos amiguis : QUITA , FEO ",neutral
12018,Estamos on the mismas exclamation mark No siento that immediately no thank you vuelvo in order to verlas everyday and that myself voy and that they van in order to forget off my :(,positive
12019,Flowers day !!  Pedidos al 096.880.7384 http://t.co/Cruc6gCN4c,neutral
12020,Los nipple piercings they ven cabrones and chuparlos no thank you estara nothingness ill .,negative
12021,http://t.co/qseZURfwIc,positive
12022,Con these workouts me espero ponerme pretty duraaaaaaaaa,positive
12023,Instructions not included myself mato:'(,neutral
12024,OMG immediately microclimate Noviembre !! !!,positive
12025,salgo del martin and myself llegaron everyone the text off fingernail .. . thank you cabronsitos times hacerme wail such early,positive
12026,ha-ha accurate,neutral
12027,Ese mini heart attack that tee da cuando times little they tee cae the telfono on the heads .,negative
12028,: that lindas omg  thank you Adri,positive
12029,da fuq its summer why is it not hot ?,neutral
12030,Working exclamation mark IMAGEN MODELING BY LA GATITA . ,positive
12031,"Hoy on the since Shower Doors El microclimate the chieftain , No sabe espaol and me  ",positive
12032,ESTA NOCHE NADIE LA FUCKING SUPERAAAAA,neutral
12033,con my http://t.co/8nvz0Gt8lY,neutral
12034,night night in order to the 2,positive
12035,Pam and u so cute,positive
12036,me tambin babyyy,positive
12037,Ese tweet immediately est quemao ' .,neutral
12038,Lo mejor off everything microclimate that he looks so cute  ,neutral
12039,Viajar times the Hello World llegar in order to pekin exclamation mark raparme until the 0 huh krilin exclamation mark :D  Ok no thank you :/ ,neutral
12040,Necesito an 72 on the examination finale off orgnica in order to quedarme on the B . Jesus Christ help myself .,positive
12041,Que bad timing,negative
12042,Una fotito in order to my Zomber Girls ? :D ,positive
12043,": ha-ha mira my latter tweet  ahh hehe mad no thank you microclimate pa ti me the mire times encima , lei the off buena and myself recorde del mio .",positive
12044,RIP birdie .,positive
12045,Estoy pal nap .,neutral
12046,Ya puedes find Mis consejos off this one primavera in order to flaunt Un look off Pies in order to cabeza and con the mejor  http://t.co/8Iek7dXQag,neutral
12047,"A m na ' ms , myself afeit the piernas and myself sali an rash son of in order to bitch , wuuuu",neutral
12048,"jajajajajaja on shock myself qued today , that vas in order to go maana , study ??",positive
12049,"A view Zombers !! El concerto microclimate in order to todas the edades exclamation mark Aun quedan entradas only no thank you s I wish off agotarn , and podis request the starter sanguine all",neutral
12050,Yo not even he sido prom date off no thank you one .,positive
12051,Ahora toca an little off gym !! myself voy in order to put more sturdy that Hulk mirad that brazaco -- >,positive
12052,no thank you only thy sonrisa they parece in order to the off the off the izquierda !! exclamation mark Por the minus hahaha,positive
12053,"Weekend length , weekend off clear the mind full",positive
12054,"El vlog off today , pequeas gotitas off body of water : EXPLOSIN DE CABEZA ",neutral
12055,"Veo muchas grain of salt , in order to view zombers on Fuck Fame digo that the haters buscan colgarse off my fame no thank you vosotros .. . Vosotros sois the mejores exclamation mark",neutral
12056,arcade mode on white tile myself causa sorrow on the brisket jaaja Thing more adictiva,positive
12057,No hay vlog until the Friday only podis view the that microclimate an da on the lifetime off my sister .. . ES DEMASIADO A TOPE OMG ,neutral
12058,"by "" Muchas amazonas deslumbraron on Premios the Nuestro . Vota times thy preferida on  http://t.co/yvSUdMFxyw",neutral
12059,True love never ends it only get stronger with time  Falda $ 19.90 Collar $ 11.90 Pulsera $ 4.00 http://t.co/HTkEVOOIFF,positive
12060,jessicacedielnet with repostapp .  Apenas llegando al hotel despus off an skipjack da off  ,positive
12061,This look from streets .. .. Que tal this one street look -> print dress & choker -- >> love it !! exclamation mark ,positive
12062,,positive
12063,"El vlog off today , pequeos friends an little raros : SOLEDAD , MARCAS Y ERUCTO EN LA CARA ",positive
12064,Que labia ms pendeja the tuya kid,neutral
12065,En serious in order to Los q estaba drunk and Naked on the playa .. .? !? !? Omg,neutral
12066,,neutral
12067,"Aqui Mis Bellos amores style bye times my chinois on blazer and shirt , pantalon  http://t.co/4qtMavfKTs",positive
12068,Que Aguacero !! exclamation mark Pasa the Relax Mezclando http://t.co/RTHrcdsZBL,positive
12069,F*CK FAME | KRONNO ZOMBER | ESPECIAL 1 MILLN | Parte 1 | ( Videoclip Oficial ) ,negative
12070,Esa she-cat va pal gym,positive
12071,Chubby faced exclamation mark jajajaja,neutral
12072,Te invito this one ,neutral
12073,Tener two horas off difference on timezone afecta . Tecnicamente no thank you tengo sueo because son the 12am on my mind .,neutral
12074,"ouch loca I wish , q annoying eres",negative
12075,with repostapp .  Gracias    vestido  ,neutral
12076,me puedo stream .. .. But can u ?,positive
12077,Fall trends Makeup and Fashion marykay . Tendencias off Otoo thank you nenas http://t.co/wXUcniuY,positive
12078,cog an nap as yet myself duele the cabeza .. ..,negative
12079,,positive
12080,jajajaja badtrip,positive
12081,Por The End an Sunday unrestrained !! !. .. con my Honey,neutral
12082,Acabo off find the estacin off reggetn ms cabrona ever .,positive
12083,Me ha gustado an vdeo off off ( ,positive
12084,Te gusta the modelaje ? Imagen Modeling by La Gatita on one's nuevos cursos . Regstrate on  ,positive
12085,Buenos days Zombers !! :3 exclamation mark Me coy directo al studio in order to record !! and in order to dejarlo everything clever :D,positive
12086,top-siders son the zapatos more comodos,positive
12087,""" : les invito in order to that bajen white tile , they van in order to put adictivos . "" Te loathing the baje , today no thank you duermo jajajaja",positive
12088,"Food , baby , come to mammy",neutral
12089,Enamorada del sombrerito off Peter pam .. . Si Lucrecia myself the ve stall .. . Me esgrea Lol   ,positive
12090,De con my,positive
12091,sexy person to my right jajajaja http://t.co/MzwfsYYYtu,positive
12092,I know only anyway,neutral
12093,Music video farruko  ,positive
12094,Quiero ir in order to view Finding Dory .,neutral
12095,NO SUPERO THE LIFE OF PABLO . Que album ms cabrn .,positive
12096,"El vlog off today , pequeos inocentes : ADIS FAMILIA ",neutral
12097,Ya tee the devolvieron ?  nifty al menoz the intent rubiuzz .. .  cualquier other Thing contacta con the Zomber sleuth exclamation mark,positive
12098,"On second thought , now myself jod because no thank you voy in order to sleep on toda the night",negative
12099,"Intentar dejarme the tenderloin in order to lift other cancin today meal ticket ? :) , no thank you os importa I wish no thank you tiene mucha edicin off vdeo no thank you Zombers ?",neutral
12100,cant believe they got back together .. . as yet no thank you the supero,neutral
12101,Muchisisisisimas thank you in order to everyone Zombers !! exclamation mark No myself esperaba that os fuese in order to taste tad !! !! exclamation mark  Sois geniales !! !! :D Este sbado mass !! exclamation mark,positive
12102,usan faldas and sandalias to ' the das,neutral
12103,,neutral
12104,"Encuentro such unjust that hayan fast foods and tiendas abiertas until late on das huh these , est cabrn",neutral
12105,JAJAJAJAJAJAJAJJAJAJAJAJAJA that awkward,positive
12106,"Bueno , except times the weather . Solo it .",neutral
12107,"My work . Mi trabajo , 3 off Mis clientes on the 5 mejor off ninelconde  http://t.co/wYstWoZmW8",positive
12108,"El vlog off today , pequeos das fros and nublados : YA EST AQU EL SORTEO !! ",positive
12109,Lo mejor off have fingernail mejor amiga microclimate power share everyone nuestros outfits !!  ,positive
12110,fiend kind flashback myself diste,neutral
12111,Somos mujeres seguras exclamation mark Outfit Shirt Dress Georgia shoes Tablitas decorativas STORE OPEN !! ,positive
12112,"Quejestooo , to ' the Hello World peleando , the fuck",positive
12113,Una horita and stocking in order to the vlog .. . ,positive
12114,mixed emotions ? ha-ha,positive
12115,Wepale !! exclamation mark Ya am despiertitooo !! exclamation mark  Buenos days draughts and caballeros zombers exclamation mark  that tal andan ? ^^,positive
12116,Confa on tus instintos .. . ,neutral
12117,My mainnnnnnn  Placita off Santurce ,neutral
12118,""" : two Cadenas "" hahaha this made my day",positive
12119,ouch cosica exclamation mark no thank you comas ms alfileres that est pretty try out experiencias nuevas only tee has pasao ta exclamation mark mejrate preciosa,neutral
12120,"Mi cama est additional rica today , I do n't know",positive
12121,Throwback in order to cuando cog an examination off economa today in order to the 7am,neutral
12122,"Una ticket off IM BICH , IM A GANGSTER betwixt the public on the concerto exclamation mark  ",positive
12123,Delicioso Dunkin Donuts !! Amrica they mueve con Dunkin ,neutral
12124,Cuando Viennese skinny ? Ya tee quiero view exclamation mark Miss u,neutral
12125,hahaha in order to qu empiezas I wish no thank you puedes bear presin ? Hahaha,positive
12126,why you go ?! Te extraamos :/,positive
12127,El break anytime they va rpido cc .,negative
12128,When you 're so deep in Memorial that no thank you sabes nor huh go out  ,positive
12129,grax exclamation mark Esto in order to sido somewhat out off the normal !! exclamation mark Ayer fueron 3 vagones !! !! Omg exclamation mark,neutral
12130,hahahaha thank you thank you,positive
12131,"Ms nearby off t exclamation mark Estaremos on Costalmar shopping ( va in order to the costa ) 18 , 19 and 20 off September http://t.co/fzhIAw48cO",positive
12132,Quiero dipping dots .,neutral
12133,Gracias !! !! Familia aqu encargados off thy ,neutral
12134,foul the more that temo .. . make up,neutral
12135,No words needed exclamation mark No MAS palabras exclamation mark Taco http://t.co/oyfmdT6r3P,positive
12136,Mis drafts son bombas,neutral
12137,Cuando myself gusta somewhat not even the hay my fucking size o no thank you tengo the dinero .,negative
12138,Foto con the super Sophia comrade q no thank you microclimate effortless veatirmos stylist in order to stylist . loved her http://t.co/5vEOMAVl,neutral
12139,"Tercera vez that myself preguntan I wish my nibling microclimate my sonny , yes , sure",positive
12140,Elegante in order to event http://t.co/o2S0Zm7VDb,positive
12141,Orgullo Zomber .. . ^^ ,positive
12142,"Gardens con , Mi Esposo !!",neutral
12143,Alguien told CHICA GAMER Y ZOMBER GIRL ?    Eso ser astonishment exclamation mark,positive
12144,Style from girly and flirty to edgy and elegant . in . Estilos since very  ,neutral
12145,Por thy orderliness off compras alike o mayor in order to 40.00 recibe an  ,neutral
12146,""" Me chingu in order to an Donald Trump supporter """,neutral
12147,OMG AHORA ES QUE ES .. .. CORRE http://t.co/m6q1KXDMWH,neutral
12148,"everything the Hello World they est dejando , until on the series wtf",neutral
12149,tienes soundcloud on instance off that tengas cual microclimate ? that tee busque and myself aalieron muchas cuent   Kronno Zomber Oficial exclamation mark http://t.co/NITflquxrz,positive
12150,: Look del da off today exclamation mark http://t.co/gsDC4H0gun flavour ser thy stylist,positive
12151,am diciendo that no thank you les importa journey on southwest because prefieren gastarselo on the cartier,neutral
12152,sabes that u love myself ( the they because as yet no thank you myself has blocked from twitter ),neutral
12153,:  http://t.co/7bjLCtxrqRigualmente my bella friend,neutral
12154,Sea the mother off the gente borracha that they pierde .. .. Scavenger hunting,positive
12155,and times it son wild ? Estan on one's habitat,neutral
12156,Jajajajajajajajajjaa too much accurate ,positive
12157,off aqu sali thy beach ball . ,neutral
12158,Delante del muro off Berln . Outfit off today : Gorro : stolen off an vagabond Abrigo : off the  ,negative
12159,Tercer ao off uni .. .  Y that strait con the first and the segundo ?,neutral
12160,"Today is in order to good day to have F  U  N arcoiris they Cinturones , disponibles immediately nuestra tent ",neutral
12161,Bendito !! exclamation mark + !! Lol hay jesu . .. ,neutral
12162,Ay The electric holiday kinder garden exclamation mark,neutral
12163,Recibiendo in order to my alumnas on Imagen Modeling by La Gatita . ,neutral
12164,"the voy in order to extraar tad , love youuu:') http://t.co/lvZ1PDv2Mb",positive
12165,jajajaj true  maybe the hago,negative
12166,"Diosito , t sabes that me loathing the trabajos on gang , then ,  times qu myself haces estoooo ?",negative
12167,hay envo in order to everything the Hello World all around the world forever in the life,neutral
12168,"Creo that voy in order to quit off jugar LUCKY ISLANDS , myself ha dejado off taste since that han stall that an axe off piedra quita 5.000 off dao .. .",negative
12169,La famosa toilet bowl off Mantequilla pasara seize caf exclamation mark Lol ,neutral
12170,"Mami : me I'm such cool , mucha gente myself ha felicitado",neutral
12171,He aadido an vdeo in order to fingernail lista off reproduccin off ( ,neutral
12172,Quien they apunta in order to view the purge in order to the 4 ?,neutral
12173,been there that mami they ahoga in order to full stop off morirse,negative
12174,Pues acabo off conocer in order to on Bondi Beach and ms simptico and pleasant no thank you puede ser . Lo veris on the vlog .,positive
12175,: Feliz Cumpleaos !! exclamation mark  thank you . Yeahhh it 's my bday and I can cry if I want too . Jajajja tqm bestie,positive
12176,JAJAJAJJAJAJ no thank you puede ser exclamation mark wow me ame tad ayer,neutral
12177,Me encanta verme perfecta and the hago in order to M  Get ready for this weekend ..  ,positive
12178,Con the baby no thank you they discute,neutral
12179,Aqu reviviendo in order to the Cierco in order to this one night http://t.co/SNYCQuA8,positive
12180,probably sacaste 6 anyways . Eres thy shitass,positive
12181,FUCK FAME tiene on these momentos 4.286 comentarios and the 4.286 son buenos exclamation mark Es that microclimate increble the chunk off household Zomber exclamation mark ^^,neutral
12182,Me excuso off APUSH !! exclamation mark :D http://t.co/E7FcNUWvnL,neutral
12183,": During really good sex , the sweat that men produce contains testosterone , which is actually in order to turn on for women .  Oh Yeah",positive
12184,Gracias times vuestras votaciones Zombers exclamation mark ^^ estamos on the primera posicin only as yet no thank you acaban the votaciones until the month that viene exclamation mark,neutral
12185,"Dos sweaters , medias , botas , mahones , scarf and as yet tengo coldness .. .",negative
12186,God tee bendiga today and anytime !! exclamation mark http://t.co/csQdPMFqWG,positive
12187,Despertarme in order to the 3:45 am and sunrise con fingernail sonrisa,positive
12188,"Anda pal penis , qu boredom , fuck",negative
12189,Que difcil microclimate sell an outfit new everyone the das in order to the trabajo,neutral
12190,cuando my voice come back in order to the normalcy omg,positive
12191,""" : Quiero go out today , in order to dnde ? "" Esa microclimate the pregunta .. . always",positive
12192,"TodoS deben have d the alfombras Memory Foam , Multi Uso !!",positive
12193,-strict parents hehe -super chevere -te llevo,neutral
12194,esperando fingernail riposte in order to afterwards darme cuenta that not even him di send .. .,positive
12195,Llevo recibiendo this one same tuit everything the da times diferentes personas . Wtf . ,neutral
12196,Una off the clases that ofrece Imagen Modeling by La Gatita Etiqueta !. .. ,neutral
12197,,positive
12198,nenaaaaa Sarah myself mato !! !! Q bella !! !! Omg !! exclamation mark Me imagino q estas super orgullosa !!,positive
12199,Mi costume off prom estaba such and such cabrn,positive
12200,party con,neutral
12201,"Se congela thy Smartphone , this one app puede ayudarte http://t.co/z1uAC83NDI",positive
12202,"No creo on karma , but i do believe in the laws of physics",neutral
12203,primera vez in order to my tambin . Est pretty cool,positive
12204,"Tengo such buen feeling off this one ao , no thank you he parado off smile on everything the da",neutral
12205,Mi appetite sexual anytime this one active .,neutral
12206,"me creo that it va segn cmo they sienta every one . Si tee sientes ill sexualizndote , no thank you the hagas . Si pretty , do it .",positive
12207,the tambin van pa that one party !!,positive
12208,hahaha microclimate that est off pinguis .,neutral
12209,in order to the q estn times the 2 on the mega tapn the filtros estn relaxation on direccin in order to Bayamon,neutral
12210,GOOD Morning Familia on this one Friday !! exclamation mark Actvate now .. . ,positive
12211,"Nuestra Familia , Nuestros oyentes reportan the Sintonia .. . Thanks Buenos Dias microclimate Friday and empiezo  http://t.co/UNcG7lxX7Z",positive
12212,Queen  Te ves bella .,positive
12213,""" : If in order to female ferret goes into heat but can n't get any sex , she will die . "" Pero Q heartless microclimate the lifetime exclamation mark Pobre off she exclamation mark",positive
12214,enviame thy email,positive
12215,Agarrar in order to anyone tee gusta off the mano microclimate one off the feeling more cabrones del Hello World .,positive
12216,ME FALLA OTRA VEZ EL TECLADO !! | TNT RUN | Minecraft : ,neutral
12217,myself too !! exclamation mark Tenemos that go algooou,positive
12218,El vlog off today : ESTA SUERTE NO ES NORMAL ,positive
12219,Gracias I LOVE You exclamation mark ,positive
12220,Mi teacher off precalculo off llevo the mvp today,neutral
12221,Aplcate tus tweets .,neutral
12222,Simple things fill up the heart  Hippie tribal skirt => skirt on A off tela spandex . Falda nica !! !! http://t.co/FbGw7cKdgX,positive
12223,Suck qe everyone esten on clases,negative
12224,"Huele in order to quema 'u , daddy debe estar cocinando .. .",neutral
12225,Jajaja perfect exclamation mark Igual  ,positive
12226,"Calor , famine and boredom , nice .",positive
12227,I Love You Too http://t.co/9nmY2klPuv,neutral
12228,"Na ' , the jevo off my mejor amiga tratando off setearme con the sibling off she , this is fucked up in so many ways",neutral
12229,Nada mejor that baarse con body of water congelada despus off an workout,positive
12230,"Tengo that cook , fuck .",positive
12231,Internet network wine  Internet network blouse Blusa sanguine $ 21.90 Collar $ 10.00 ULTIMO DA DE ENVIOS GRATIS !! Aprovecha the promo !! http://t.co/mSnvNwT0K4,positive
12232,Dormirse early ? Whats that like ?,neutral
12233,Hoy no thank you hay vlog .. . Lo he intentado only no thank you myself da tense . Maana the tennis and os prometo that os va in order to taste . Hay momentazos .,positive
12234,Enamorada off my prom dress,positive
12235,Nunca myself he podido tug an all nighter pa study,neutral
12236,Madre ma estamos super one fireee !! !!  El canal they va in order to overflow huh sigamos as immediately let's go rumbo al milln and middle exclamation mark,positive
12237,En happy bowls tienen two bocinas con msicas distintas every fingernail . Music overload .,neutral
12238,Pero I wish va al gym no thank you microclimate frgil . ,neutral
12239,"him diste in order to the suggestions off encima del keyboard , tupido",neutral
