tweet,label
Me ha gustado un vdeo de de ( ,neutral
Nuestra familia ya lo sabe http://t.co/7qLcDG3pLS,positive
"Ayer Roberto , Bungui y Yancy nos dieron senda coga'e pendejos .",neutral
Todos mis regalos han sido de minions,neutral
Feliz lunes ! Trabajando desde tempranito con las Bellas de y ahora con,neutral
miren mi story,positive
Este ser el moving up ms sentimental ever .,positive
Que fue mamita ? ,positive
acabo de empezar season 4,neutral
"Nutritiva y deliciosa almuerzo , postre y cena .. . Si te interesa pedir la tuya djame saber .. ",positive
Reality check : ya Mari est haciendo la invitacin del baby shower,positive
Fucking mierda de matrcula .,negative
Buenas noches mis queridos Zombers ! Maana nuevo tema ^^ Que descanseis !,neutral
"Una semana con el celular sin cover y no se me ha cado , nuevo rcord",positive
Adicta a Icee nivel : en gaby mini donas me conocen .,neutral
Eres tan charra que le di favorite,positive
"Baby , t y yo nacimos pa ' morirrr .",neutral
""" : Despues del Prom esto se acabo "" ayy eso me dolio .. . now graduamos en 2 semanas : 0",positive
Ah me has matao . You win . Ya no s qu contestar a eso .,neutral
Because I 'm preggo and its Friday . Solo pq Estoy embarazada y es viernes !! !  ,positive
Estoy seguro que este juego va a tener mas views que la final,neutral
My top 3 best dress from last night red carpet Mi top 3 de las mejores  ,positive
hace un ao fue el mother and daughter,positive
": 400 million people across the world have sex in one day . That means that there are 4 , 000 people having sex right now  El Saludo !",neutral
Tengo $234.56 en el wish list de libros JAJAJAJAJAJA,positive
Mis profesores deberan cogerse un break de dar clases hasta que mi rodilla se recupere,negative
"Tan bella mi nia , ready para su graduacin , te ves hermosa culminando esta etapa y lista para  ",positive
Te hara un lap dance .,positive
""" : i wanna be a burrito and sleep """,positive
jajaja era algo super bobo y como hise sonido de las r .. gringos go nuts Jajaja soo funny,positive
Dormir con una tshirt enorme y medias es lo mejor que hayyy,neutral
Qu weekend ms rico .,positive
Mi viernes social  ,neutral
Sper relax en . Gracias a Felipe ! U Make The Cruise what it is ! Extremely fun !! !! Love It !,positive
"No pierdas tu hermoso tiempo , darling",positive
""" Quines hacen double down aqu ? "" "" Fulana , Sutana .. . Ah y Priscilla borracha "" Hahaha ay crijto .",positive
Cuantos trabajan igual que en este ,neutral
Jonael Santiago Gana La Voz Kids - http://t.co/eKHXLG89WD http://t.co/tiURap6P4H,neutral
: No importa el tamao de la pieza .. .  sino el tiempo que este tiesa !  yessss !! !! Happy valentines day !,neutral
Ayer en la celebracin del No puedo dejar pasar esta foto .. el primer da que  ,positive
La vida de una daily vlogger : trabajar donde sea y buscar wifi donde se pueda .. . ,positive
LA PEOR PARTIDA DE MI VIDA ! XD ULTRA GRACIOSO ! | Juegos del hambre | Minecraft : ,neutral
Para Maana Viernes estacionamiento Gratis aqu en el Home platea de los Marlins . En la Gran Pre  ,neutral
Toca ver juego de tronos !  sorprende que los zombers tengamos un ejercito hasta en la serie !  ,positive
Shorts estampados y llenos de colores ! http://t.co/407LeYeHNL,positive
: Si eres soador hazlo correr no te quedes con ellos en la cama cuando duermes  Wise .,positive
No me importa beyonce . She is so overrated .,neutral
Yo quiero ser tu partner .. .. .. . Sike ,positive
Yo lo hago todo el tiempo .. Ur not that special ,neutral
"te vas a morirrr de frio !! pero las dos nos vamos el viernes en la madrugada , que cool jajaja",positive
Lo mejor que me ha pasado es que despus de estar 4 das home alone venga la seora que limpia,neutral
style do work y yo para monanoguera estas bella Mona !! Buen  http://t.co/tBcjB1VTA6,positive
It 's birthWEEK gente . Usar mi coronita all week,neutral
Conctate 33246 por Texto GOOD Morning ,positive
Regla bsica a la hora de vestirte MENOS es MS Aplicalo siempre ! http://t.co/QDgW3bd1Ub,neutral
-keep being yourself -sigue bailando en todos los sitios jaja -you radiate happiness,positive
estoy pero no fue con ellos que compet .. Fue con un equipo level 6,positive
"un remember de las instrucciones , que veo que hay algunos despistados ",neutral
""" : respect  "" nuestros fisicos son mierdas arlado De esto .. puetaaa I 'm dying",negative
Quiero ir a un fucking rio .,positive
food mircoles ,neutral
Tribal shorts  porque disfrutamos sentirnos cmodas y lindas a la vez !  096.880.7384 http://t.co/q42JQXPB7w,positive
Te puedes encontrar ya de todo en los comentarios de mis videos ajaja hasta un mercado libre de queso !    cracks ! http://t.co/cay5xMoVc2,positive
En USA es el national sex day y en PR es el da nacional de chichar .,positive
,neutral
Pero bien BLACK !,neutral
Me ha gustado un vdeo de de ( ,positive
Escucho tumba la casa y ya estoy active,negative
Da de playa en St Thomas con mi honey ,positive
"Una de las canciones que hicimos en Argentina se la quiero dedicar a mi CHICA GAMER , a mi cielo azul    http://t.co/8kJzaV3kEq",positive
Alguien que me acompae a ocean,neutral
Oh Dios ! El Loco en Full  Lol happy Friday . ,positive
no era ti era la otra daniela jajaja sorry,neutral
Listo para presentar en breve la lista de finalistas Stylist http://t.co/oFS8ziNr,positive
Gracias !! !! !! !! Team ,neutral
""" The joy of dressing is an art "" John Galiano . Blusa y Waist pant . Get your new outfit !! Envos  096.880.7384 http://t.co/VsL5XM4vq0",positive
hay un tipo en el tren que no para de reirse solo wtf,neutral
Muchas felicidades al mejor esposo ever en su  !! ! Te amo mucho !! !,positive
Dame mention tranqui ,neutral
: Felicidades natiiiii ! pasala cabron hoy  thank you babyyyy,positive
nena eso no es ni cheerleading eso es como gimnasia acrobtica o alguna pendej as,negative
feel better ! te extrao en arte :/,positive
happy Friday .. .. Preprate para las ms de 40 Minutos sin Comerciales  ,positive
- Como ests Kronno ?? - para que kieres saber eso jaja saludos,positive
Cobro el jueves y s que este weekend los chavos se me van a ir casi completos,positive
Todo el mundo decidio de la nada hablar por voice record y parar de textiar,neutral
"by "" Hoy nos unimos para motivar a los jvenes a seguir sus estudios . Apoya esta causa y  http://t.co/6zyPO3lQow",positive
Estoy en el aeropuerto de Chile esperando el vuelo de Colombia . Recuerdo cuando llegamos aqu la ltima vez .. . THE FEELS .,positive
you are dangerous when you are drunk and have a cigarette in your hand jajaja me quemaste el pantalon un cojonal de veces ! jaja,negative
rodilla arreglada y diferente as que va a estar nueva .. Ya bye,positive
"by miamauricaceres "" Inspired By : We   u  "" via photorepost_app / . Love this little  http://t.co/K0mjiEa3Mc",positive
Dia para mi y dia para !! ! Omg : o no puedo con mi ser,positive
sobre todo  yo corriendo longboard,positive
Found Vivir Lo Nuestro by Marc Anthony with . http://t.co/VZZAbm2woS,positive
Deja te d cosas q te tienen el ojo pegao y no d buena manera ! Craker Jack FULL,positive
Quiero una tripleta . Maybe dos,positive
"Sueo , where are  now that i need you ?",negative
Lansamiento de la revista  Imagen Town of Medley  http://t.co/UdHB3qAITn,positive
"Debes saber que sobre el Track no me comporto como un gamer , soy un triler , tu descifra cada tema tema que te suelto escrito en braile .",neutral
leo 1 pg . y el break es de 1 hora .. . seems reasonable jajajaj,negative
"Todava no asimilo que ya pas el 25 , like , cmo , when , what",positive
Mi childhood crush  ,positive
El vlog de hoy es demasiado impresionante .. . LO MS PICO QUE HE HECHO EN MI VIDA ,positive
Buscar el popcorn,neutral
"un muy buen Team hacen chicas !. Sper compartir con ustedes , La pasamos excelente !",positive
Tengo que parar de coger naps,positive
Ir al beauty se ha puesto horriblemente caro . Ni que $240 .,positive
Cierro en canal Challenge,negative
Mi tio y su fiance son bellos wow ! http://t.co/vq0BJjRWCs,positive
jajajajajaj yeah,positive
"Mira , PUETA , si no te gusta lo que posteo hay un fabuloso boton que se llama UNFRIEND Y UNFOLLOW en las diversas redes .. . TE INVITO A DARLE",positive
El primer vlog de esta gran aventura : VOLANDO EN BUSINESS CLASS !! ,positive
Q tortura .. . me siguen poniendo en el almacn de Zapatos !! ! Omg : o,positive
pero verdad que no fueron recordados de una forma buena ? I think not,positive
"aqu yo tengo de to ' no me falta na ' , tengo la noche que me sirve de sbana",positive
sorry babe . Es para que no pierdas el viaje y vayas a hacer algo que la pases mejor,positive
Jajaja es en serio ! As se pone Aviones de 2 a 3 jajajaja mera bye,positive
LUCKY ISLAND | LOS MANDAMOS AL OTRO BARRIO ! | Minecraft : ,positive
Si Sams hiciera delivery,neutral
Literal tener gastritis me hizo rebajar como 7 lbs en cero tiempo . Libras que tena in all the right places,negative
que cool,positive
Los detalles son los que hacen diferente y chic tu todo y ms en nuestra tienda http://t.co/Gm0Mv4Jukt,positive
Me ira de roadtrip por tu cuerpo feliz .,positive
como que lol ? No puedo bregar no he parado de llorar hoy,positive
Cuando tu crush te da rt http://t.co/YUSHbKZ3Ql,positive
ESooo eS ! Q cool la parranda con bomba y plena q hay en Amigo d Rexville,positive
"nena que importa probablemente es bi .. . who cares ! y full le pregunto que me recita lo de "" Im Chuck Bass "" ! me meo jajaja",neutral
Otro da lleno de cosas nuevas y muy interesantes !! ! Love it !! !,positive
me va dar skin cancer so sigo asi,positive
Cul es tu color favorito ? Escoge el tuyo !! http://t.co/nA9PLWnw1k,positive
long story jajajajajaja,positive
look red carpet ninelconde vestido yousef_aljasmi  ,positive
JUEGOS DEL HAMBRE | FINAL ENTRE NOSOTROS ! | Minecraft : ,positive
ustedes tripiandose mi risa .. . jajajajaja no era fake i wouldnt breath,positive
"siii en verano sii !! ! Dale , im so exciteddddd !! !!",positive
fuck you  vas a ser la primera legaaal,positive
"El en color de cabello . Ojo ! nona todo el mundo , le queda bien . ",positive
Neonatal es tan hermoso y hasta yo quiero un babyyyyyyyyyyy,positive
VIVO en - ,positive
Microsoft presenta nueva tableta Surface http://t.co/8SWIKimdqg,positive
Chinos de desayuno porque why not,positive
Spring time in NYC !! !! !! Tengo frioooooooo  Starbucks http://t.co/TyY7LOdDAt,neutral
pero qu invento es este ?! ?! U so lyin .. .,negative
Mi abuela siempre me deposita los viernes,positive
Carteritas que enamoran  * NEW ITEMS cul es tu favorita ? ,positive
Este weekend tengo class bonding = este weekend muero de felicidad,positive
LA REVANCHA ! Zarcort & Kronno VS Cojo & Luis | Counter Strike CS GO : ,neutral
SO FUCKING ACCURATE . ESTA ERA YO HORITA . ,negative
: Felicidades amiga el vestido de bellooooo   gracias friend !,positive
PROM DAYYYY BIEN READY http://t.co/tScHyQXhNM,positive
jaja always .. . forever spreading my obsessions :),positive
"Bien agradecida por el "" liquid sunshine "" por favor !",positive
Ya me caes bien pero me da risa lo sin vergenza que eres  no chill,positive
US JAJAJAJA ,positive
El vlog de hoy igual va un poquito tarde .. . Mi internet va a su ritmo y no soy nadie para meterle prisa . Bastante tiene con apestar .,negative
Tus collares preferidos ya listos en nuestro local Hoy atendemos ! Continan nuestras ofertas ! http://t.co/MhDbSWdfuI,positive
dont cryyyyy . Exito .,neutral
""" I 'm so done with dick "" conversaciones maaneras JAJAJAJA",neutral
Os gustara que subiese un rapeo a camara de CHICA GAMER ? ^^,positive
"jugando "" what are the odds ? "" JAJJAJA http://t.co/XFnm4JuoaJ",neutral
,neutral
comeback cabron,positive
Cambia tus reglas y vive en un street runway siempre . ATTRACTION New Collection ,positive
Me hubiera encantado que fuera mas gente la verdad ^^ pero no pasa nada vayan los que vayan lo pasaremos genial en honor a los Zombers !!,positive
Necesito que me ayudis con mi tarjeta . Hablamos por DM ? Gracias !,positive
Felicidades a Mis 2 Reinas .. torres_ana23 susanlee40 BRILLARON .. http://t.co/c4Qi8zsGcb,positive
Mi look de hoy para hacer cambios de Look . Fashion makeovers ! http://t.co/XDkRjHTk,positive
y tu car ?,neutral
loca confa que esta demasiado jajaja estoy con mahones y jacket y no hay break,negative
FAR CRY PRIMAL RAP | KRONNO ZOMBER & CYCLO | ( Videoclip Oficial ): ,negative
la espera vali la pena hahahaha . Ahora es el marmol ms codiciado de todos los tiempos,positive
""" Yo me pongo un saco de papa , and I look fabulous "" * flips hair * - siendo bien humilde",positive
NO PARA DE QUEMARME !! D: | CON LUIS ! Juego del Hambre | Minecraft : ,neutral
La vida me tiene un bullying cabron .,positive
do you want me start crying desde now ? :/,negative
que stalker,positive
: Despertndome y ya estoy pensando en el nap de orita .  x2,neutral
anda .. . la indirecta mas fucking directa ever !,neutral
Entre Bisbal y muchos De los manteles q vendo en la tienda !! Omg mrense en un espejo antes De Salir !! !!,positive
Os voy a contar algo gracioso que me paso en el instituto hace tiempo !  Fuck the system ! ,positive
Si no te conosco no voy a ser fully myself contigo . A la que te cojo confianza te jodiste .,positive
Cada da me visto mas tira pa la uni,positive
ASI o MAS Feliz cuando te llaman inesperadamente a regalarte tickets .  Love u !! !! ! http://t.co/mzO60nZw,neutral
Racionamiento pero fucking 5 dias . Es un dia si y uno no .,negative
Yo escribira tantas cosas sexosas en mi twitter si no tuviera ciertos followers .,positive
"te voy a quote en mi proximo ensayo "" un bao es facil , pero la vida no "" .",neutral
El clima no es excusa para no ir al gym .,neutral
Buenos Dias ! Que frio hace en Miami o . La bufanda el accesorio que no debe faltar en tu closet,positive
Prob un cheesecake de fresa vegano y estaba tan rico que quiero ser vegana,positive
"Si tu ex ha tenido ms de 2 despus de ti , relax que el problema no eras tu .",neutral
"si es nene se puede llamar Anibal , ese nombre esta ready  , les doy permiso .",positive
hahaha yo de verdad encuentro eso tan tonto . Ni que se vean las orejas por dios,positive
es lo peor cuando haces eso pero sueas about it,negative
Como voy creo q saco la licencia heavy,positive
"Profe ya son las 8:23 , bye",positive
hahahaha literalmente si  Yo fui y vi las dos . Se nota que tenan que mover la original pq la rplica est toda jodida,positive
Confirmado zombers !! Este sabado tendris el mejor video de mi canal a la hora de siempre ! Y cuando vuelva making of !,positive
Quiero darle skip a esta semana,positive
""" Somethings are better left unsaid "" while that its true .. .. Hay gente que se apoya de eso solo porque no tienen los cojones de hablar claro",neutral
"Carajo , extraaba tanto ese feeling",positive
De Caramelos a las viejeras de Jowell & Randy real quick,neutral
mano es q me persea que si compro algo salga mierdoso jajaja plus wanna see it and feel it in ma hands,positive
LO DEJAMOS EN EMPATE ? | 2 VS 2 | ROCKET LEAGUE |: ,positive
Quiero bailar work con mi pareja .,positive
Los mejores gifs son los de Vampire Diaries,positive
Getting ready for this new season ! Preparadas para la nueva temporada !  ,positive
A ver la peleta with the boyfriend y la familia,positive
"Llevo muchos das siendo muy hater con la vida , as que hoy todo van a ser florecillas y arcoiris . ",neutral
Aqui las llevo ! http://t.co/ywD0oYxT0h,positive
Luego de desayunar Mis Galletas Belvita ! A desmontar el arbl http://t.co/k7MmuioAjR,positive
""" :  HAPPY FUCKING 18TH BIRTHDAY TO ME !! !  "" happy birthday grown up ! you can go to jail now ! wut wut jaja pasala super . Love u",negative
tas loco . Free food wins,neutral
"Conoces a una amiga as .. . Se ponen la ropa mas grande , para decir que bajaron de peso  ",negative
Meghan Trainor - All About That Bass Mi Favorita .. http://t.co/lS8lOttIE2,positive
Que cute las personas que me dicen Natalia,positive
me tienes que avisar que da llegas pq voy a estokiarte para tus gets si o si entonces,positive
Santa Fe Steakhouse http://t.co/Ym2YD6nyv1,neutral
"Sin duda va a ser el mejor videoclip de mi canal ! Muy orgulloso de , sin su ayuda no sera posible ! Thanks brocoli !",neutral
"para todo mal el mar , para todo bien tambin  Ocean Park Beach ",neutral
volver a hiiiigh ?? ?? Uy locaaaa no,negative
""" : When someone brings up your Ex .. .  http://t.co/nUQslXTwp3 "" JAJAJ",negative
"Happy Monday !! ! Eva 's first Easter egg hunt !! !! ! Feliz lunes , el primer Pascua de Eva y  ",positive
El vlog de hoy : NAVEGANDO EN IBIZA !! http://t.co/TnWXTaR8d1,positive
pues dale bye,neutral
Fiesta  swinger  termin a los tiros http://t.co/GFNcpnBHlM,positive
"Esta cabrona es bruta , me cago en to '",positive
Bellos los dos . ! Larry con traje style by me por mi y style by  http://t.co/2gKca7TVee,positive
Artista internacional Shakira Tiene Los mas likes en Facebook . http://t.co/NcewZCnsvM,neutral
I want to hug a Rainbow  Un collar lleno de vida y color hecho para t http://t.co/OG8tI53Sxv,positive
Que cuteee ,positive
Estoy molesta,positive
Sabe dios si le di like a algo sin querer tambin de paso  quiero llorar,positive
http://t.co/QG03diZeza,positive
"Dios mo , gracias . Stop shaming women and stop double standards . ",positive
"Maana "" hay "" juego de softball",positive
AVISO IMPORTANTE : este mes de marzo tenis vdeo en YellowMellow cada mircoles a las 20.00 h . HE DICHO .,positive
La historia del group message a diario ,neutral
Stunning look !!   Arriesgate a usar una shoulder out top para esta temporada ! Todo este  ,positive
ok que tiene de fresita ?,positive
Buenooo !! ! Enhorabuena crack !! Sigue as que eres muy grande !! !  Top !,neutral
ay benditoooo estaban de show tenias que verlos,positive
Mira nuestro collar white sky con aretes !! Ya en : hacemos envos a nivel nacional ! http://t.co/qZ6HB3f2b9,positive
"Verooo happy birthdaaayyy ! Best wishes niaaa , miss you",neutral
No vuelvo a salir con pocahontas1067 Lol ,neutral
El H1Z1 es el juego con mas bugs que he visto hasta el momento ajajjaja,positive
Si alguien la quiere volver a ver COUNT ME IN,positive
Zombers tengo que comunicaros que hoy me voy a cortar el pelo !,positive
3 sangrias y 4 shots de,positive
,positive
no  yo no leo todos esos texts,positive
esa es Lana ? Wtf,negative
Look de para aretes &willow Anillo y  http://t.co/3QbMs6MGXy,positive
Galan y Un look muy fashion and trendy with a shinny suit  ,positive
But first ,neutral
Buenos Dias ! Good morning http://t.co/IRYupRshsj,positive
The View y The Wendy Williams Show son unos de los progamas ms asquerosos en la televisin . No tienen ningn tipo de tica .,negative
": Lincoln Looks South of the Border , via http://t.co/ESxj3ScLq7  great history",positive
No hay nada Imposible .. .. .. . http://t.co/JzF52DLCw6,positive
Happy on the way ! Gracias por el mejor regalo Dios ! http://t.co/zvF5uSHZ,neutral
jajajaja no pero mis preguntas estan cabronas ayer le pregunte si soy mas cool q los gringos por naturaleza pq soy de PR,positive
Cntala pa ' que se pegue ! Lol ,positive
Look de traje Elegante con un toque chic con T-shirt y Zapatos de vestir  http://t.co/KzEblCKEzj,positive
loca confa es que borre como 10 pero tenia un concierto en mi story y mi voz estaba desastrosa,positive
Hay das que te ves extremadamente linda .. Purple lover   ,positive
: My favorite designers I love them !! .. .  gracias que honor y junto con mi colega y gran Amiga !,positive
estan diciendo que he 's falling off the wagon  and I believe it,positive
"Si en 10 minutos no me concentro , I give up . ",neutral
Excepto que te digan que no puedes tener herpes .. . cause who wants herpes ?,positive
"Ok ok ok .. Que de entretenido tiene eso de la botella de agua ? Jajaja so stupid , imitando a los gringos que son tan anormales",positive
Soooo no voy al gym hace una semana y rebaj 4 libras  I 'm loving this,neutral
Un tipo se me qued mirando bien weird,positive
"Si en twitter hubieran best friends como en snapchat , el mo por ley fuera",neutral
no me gusta cm bailar .. . its weird jajajaja,negative
Quiero jugar al rocket !! !! Aveces pienso que tiene en su cuarto el portal al Nether ! Vive conmigo y ni lo veo !,positive
Perate !! !! Marista suspendio clases pa ir a la marcha del jueves pero yo tengo clases en la U ? ALGO ESTA MAAAAL,negative
imma block yo ' white ass,positive
Este weekend ha sido tan rico .,positive
"I need a nap , urgente",negative
ese show esta cabron,positive
jajajaja yes yes thats it,neutral
Imagen Modeling by La Gatita . ,neutral
Yo necesito ser JLo  she 's perf,positive
"ah ok either way mitad del tiempo la gente va estar super drunk , me encanta cm piensan que la gente va estar atento de su flofera",positive
""" soy yo o ella habla como elmo ? """,negative
"Si tiene jevo , respeta cabron y recclate pa 'l carajo .",negative
Nos encanta divertirnos con nuestro outfit * NUEVAS BLUSAS * DESCUENTOS por todo DICIEMBRE  Pedidos al 096.880.7384 http://t.co/TTfVep0TbI,positive
CAMPEONAS POWER LEAGUEEEEE,positive
Home Depot es lo peor,positive
Almighty ft Kelmitt / Confiesales,positive
"Mi crush soy yo , yo soy imposible .",positive
Si NO quieres trabajar no es problema de los clientes ! Sonre bitch !!,negative
Pelotita de cuteness  ,positive
que si que .. . a mi me dicen eso and I die of laughter,positive
Baby sitting la sobrina ahijada like a boss .,positive
":  : que embustero  lo cambie , hasta las 8am *  ah ok eso pens",positive
El vlog de hoy : NO ENTIENDO MI VIDA ,positive
Bella primis . Ya nos vemos soon . AMO tu Pelo .,positive
Feliz de formar parte del equipo Yeahhh Una vez Mas  ,positive
Estoy demasiado enchul de mi traje del prom,neutral
que movie jajajajaja,positive
Centrarse en las cosas positivas en lugar de las negativas . Major key .,neutral
Getting my groove on ! Ready para el trio !! !! ! chinomiranda nacholacriatura  http://t.co/3XeBy5okph,positive
"jajaja no , no fue con mi cel ! quiero esa foto ! eso es tradition tenemos que hacer otra cosa super algaro para que esa memorable",positive
"JAJAJAJAJAJ pueta Mariana , de todas las personas tenias que ser tu la que la da rt a esto",neutral
Porque nosotras sabemos que menos es ms . Blusa amarrada cuadros black & white Pedido a domicilio : 096.880.7384 http://t.co/aZ6BS96F9Q,positive
"GOOD Morning familia , tu combinacin perfecta ! Feliz Viernes ",positive
Listo ya para cantar ! Muy guapo y con estilo http://t.co/3Q0Zal9W,positive
"Cuando estas cansado no hay nada como meterte en la cama , taparte y ver una serie hasta quedarse dormido ! Good night !!",positive
""" : jaja que bella i love you "" stahp et ! jaja love you too ! y young lady pay attention to your orientation .. .",positive
New accesories ! Disfruta nuestros nuevos collares y sus bright colors !! http://t.co/skRNb443OL,negative
La Gatita Deals on Wheels http://t.co/lJG1oU7oqc,neutral
Un saludito a mi Honey .. . siempre hay una primera vez .. .,positive
"Por ms que estudio para fucking Orgnica , no saco ms de una B rasp",positive
en tu avi cabe una foto ma al lau lol,positive
Todos con el si odiis la fama ! Porque la fama cambia a las personas .. .  ,negative
Pasndola relax en buena compaa ,positive
Fue una mala idea mirar mis drafts .,neutral
"me siguen hablando de "" y cuando te vayas .. "" meanwhile todavia no siento que es real esto ha pasado demasiado rapido :(",negative
Despertarme Un Sbado a esta hora http://t.co/iSG7oCJOd4,positive
Llevo desde esta maana editando a full xD poniendo cada cosa al milimetro !  estoy cansado pero super contento !    ,positive
Ta dificil ganar away pero me importa 3,positive
"Felicidades a Jeremiah Montes , Camionero Ganador de las Gorras ",positive
extrano jugar contigo lokii espero verte soon,positive
You are supposed to fight for what you want . No matter if time is not even on your side .,positive
We al are great friends . He knows it,positive
Y seguimos  que siga la fiesta .! !! !! http://t.co/9dC3zF7ULz,neutral
Hora de descansar !! ! Buenas noches Zombers !!,neutral
Need mojitos,positive
Les dije cual sera mi disfraz de halloween ? Hint : my name,positive
Aja y como que l diciendo que he 's receiving negative comments pero l se lo busc .,negative
. http://t.co/l8T1jS2X1t,positive
"Me levantan del nap y pretenden que no est encabron , eso es como jugar con fuego , pueta",negative
Necesito de Q 2 Meses de vacaciones RUSH ! Esto esta Pasaoooo !! !,neutral
what ? Que viaje,neutral
Hace tanto frio que mis products de pelo se congelaron un poco y estan super espesos,positive
"Felicidades mi amor . Espero que la pases bien , love you baby",neutral
"No , no me motivan . Yo estoy en luto por Lexa still .. .",negative
: Ya casi arrancamosssss esto est muy calienteeee !! ! http://t.co/TUBqgQKt  hermoso te quedo  lady in red,positive
Zombers ! Veo que os ha gustado mucho | LAS PRUEBAS | Kronno & Zarcort ,positive
Un weekend de playa alcohol y panas,positive
Qu weekend para la historia este .,positive
Mis hermosas nias Imagen Modeling by La Gatita Regstrate para informacin en  ,positive
"Permiso , como que termin el season ? ",positive
El vlog de hoy : HEMOS LLORADO LOS TRES http://t.co/p4J6zaDmxQ,positive
Loca por que sea verano para hacerme el nose piercing,neutral
yo como 5  en verdad queria borrar todo el story pero que carajos ya los vieron,positive
llegue al punto de estar molesta porque no fucking tengo sueo,positive
All of a sudden estoy adicta a ir al gym like whaaaaaat,positive
El flan de Costco lo hace papito Dios himself,positive
Ni que tirarme un all nighter pa ' acompaar a mi jevo a estudiar . Hay que amarlo,positive
Adriana se la sabe pero solo por joder no la va a seguir,negative
hiciste falta para el reality show . Jeje . Besos Amiga !,neutral
Salcot !! El echufe .. .   nah es broma ! la gente quiere rap de Deadpool !! ! ,positive
Jared diaz esta juga do muy cabron,neutral
hahahaha yours is better . Te evitas peleas,positive
espera mi text maana con la hr de la tanda,positive
me fui de la uni :(,negative
OMG !! ! Estuvo cool !,positive
JAJAJAJJAJAJAJA algn da les har un payback por eso,positive
"siempre hacen "" layaways "" , el cliente lo paga completo y cuando lo va a sacar le dicen que NO est disponible ?",negative
Qu fucking carajo yo hago despierta ?,positive
con las familias de South Dade . Felicidades a todos para las navidades . http://t.co/cdXb90ne31,positive
Media horita para el nuevo vdeo en YellowMellow .. .,positive
En realidad .. .. Ser alto .. .. . Its not that cool,positive
Oficialmente en VACATION MODE FULL !! !,positive
: Mala mia anibal por robartelo jaja  jajaja tranquilo no hay problema .,positive
Vaaaaacaciones !! !! !! !! bye bye PR !! !,positive
"Aqu saliendo de mi casa para seguir vendiendo pan en Hobbiton . Hobbiton , Middle Earth ",positive
jajajajajajajajajajaja y yo con mi paper de ayer,neutral
Me ha gustado un vdeo de de ( http://t.co/MIAAx3O5OP - YA VES | NERY GODOY & KRONNO ZOMBER ( Videoclip Oficial )) .,positive
f u c k y o u !,neutral
Comenz el fin de semana y nada mejor que compartir con tus mejores amigas !! !! ! http://t.co/NkxNDFQT8z,positive
"yo contndole algo a mami y ella sube el volumen de la tele como para que me calle , ok bye",neutral
JAJAJAJ  pero no a ocean ni na .. .,positive
"Soy una gorda , bye mundo",positive
El otro weekend quiero descabronarme .,neutral
Est bien triste tener que cenar un apple pie de mcdonald 's que se compr hace como dos semanas porque no s cocinar,negative
Lleg la temporada de Peeps,positive
Buenas noches Zombers ! Descansad ! Pronto nuevos Raps !,positive
Blusa violeta y sus diferentes estampados ! Escoge tu color favorito  Made in Ecuador http://t.co/Cr0nqjKx59,positive
Happy Monday desde 5:00 am contigo ,positive
nene eso es to los das,positive
""" : Lamentarse por lo que no tenemos .. . es desperdiciar aquello que poseemos . "" TRUE !! !",positive
"Video Maffio "" Si Yo Fuera El "" stylist http://t.co/RaBzSufS http://t.co/HLL2V3sd",neutral
Plus side de empezar las clases .. . no tengo que hacerme desayuno,neutral
Apartamento 317 . Shit 's gonna go doooooown,positive
Quien est conmigo Zombers ?? ,positive
jajajajaj estoy en las mismas .. . voy a confiar que el autocorrect de word este haciendo su trabajo,positive
dia de lluvia = chau voy a ser un vegetal con capacidad para comer y jugar a la play,positive
"He tenido algunos problemillas con el sonido de los videos del segundo canal , :( maana grabo otros y los subo :) thanks ! :D",negative
omg ! es precioso !,positive
De Road trip por nuestra bella isla ! http://t.co/1LTMA3dn9j,positive
"maana est pa ' irnos pal colegial bien relax , darnos pal de beers , y jugar dominos",positive
Solo se que quiero a mi babyyyy,positive
que se acabe el semestra ya omg,neutral
igualmente ! Happy day to u too !! !,positive
me encanta ir a sitios y que me atienda una blue lady,positive
"Diaaa 'lo , dorm 12 horas corridas , qu rico",positive
Anda pal que cuteee  ,positive
JAJAJAJAJAJAJAJAJJ CABRON FUCKING MAMABICHO TU VAS PAL INFIERNO .. . Pero jajaja ya se recuperaron tranki,positive
"Gracias babyyyy ! Love youuuu , see u soon  ",positive
dale yo soy tu sould y me quedo en tu pisci hasta que llegues del work .. Married shit,negative
Hispanic Commercials .. JAJAJAJAAJJA ,positive
: Happy birthday para mi estilista favorita  que cumplas muchos mas   gracias hermosa,positive
Me alegra un montn que la cancin de Youtubers life haya animado a tanta gente a continuar con sus videos ! Youtube lo necesitaba !,positive
"Muchas gracias , babyyy",positive
exacto .. . torturing youu like you do to me ! :),positive
MAXIFALDA NEW* Pronto mas pics con nuestra nueva coleccin .. Esperalas .. . http://t.co/suD3MTx0DR,positive
de quien pendeja ? I was just with you ?,neutral
"yo se supone que est durmiendo , but oh well",positive
Te llevo full .,positive
Felizmente sacndome las cejas y papi entra a mi cuarto con el speech ; solo pens en que si se me joda una se iba a fucking formaaaal,positive
no me extraa jajaja es un desastre en beerpong,positive
grax a dios si ! Dorm en el avin pq no tuve break,positive
"S , por fa ' , sganme peleando , God , extraaba eso",positive
Un Nuevo Dia .. . stylist : Angie Escamilla http://t.co/h6oBD8Ze,positive
